Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      20/20          Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::~evaluator() [80]
                0.00    0.00      20/20          Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::~evaluator() [76]
-----------------------------------------------
                0.00    0.39      10/10          main [1]
[9]    100.0    0.00    0.39      10         multiply(int) [9]
                0.00    0.39      20/20          Eigen::Matrix<double, -1, -1, 0, -1, -1>::Matrix<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [4]
                0.00    0.00      20/20          Eigen::DenseBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::Random(long, long) [83]
                0.00    0.00      20/20          Eigen::Matrix<double, -1, -1, 0, -1, -1>::~Matrix() [59]
                0.00    0.00      10/10          Eigen::Product<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::Matrix<double, -1, -1, 0, -1, -1>, 0> const Eigen::MatrixBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::operator*<Eigen::Matrix<double, -1, -1, 0, -1, -1> >(Eigen::MatrixBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&) const [109]
                0.00    0.00      10/10          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [120]
                0.00    0.00      10/10          std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [117]
                0.00    0.00      10/20          std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [96]
-----------------------------------------------
                0.08    0.29 20000000/20000000     Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<double, double>, 0>, 1, 0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<double, double>, 0>&) [6]
[10]    94.9    0.08    0.29 20000000         Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<double, double>, 0>::assignCoeff(long) [10]
                0.00    0.19 20000000/20000000     double Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::coeff<long>(long) const [12]
                0.10    0.00 20000000/20000000     Eigen::internal::assign_op<double, double>::assignCoeff(double&, double const&) const [16]
                0.00    0.00 20000000/20000000     Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::coeffRef(long) [24]
-----------------------------------------------
                0.02    0.17 20000000/20000000     double Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::coeff<long>(long) const [12]
[11]    48.7    0.02    0.17 20000000         double Eigen::internal::nullary_wrapper<double, Eigen::internal::scalar_random_op<double>, true, false, false>::operator()<long>(Eigen::internal::scalar_random_op<double> const&, long, long) const [11]
                0.01    0.16 20000000/20000000     Eigen::internal::scalar_random_op<double>::operator()() const [13]
-----------------------------------------------
                0.00    0.19 20000000/20000000     Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<double, double>, 0>::assignCoeff(long) [10]
[12]    48.7    0.00    0.19 20000000         double Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::coeff<long>(long) const [12]
                0.02    0.17 20000000/20000000     double Eigen::internal::nullary_wrapper<double, Eigen::internal::scalar_random_op<double>, true, false, false>::operator()<long>(Eigen::internal::scalar_random_op<double> const&, long, long) const [11]
-----------------------------------------------
                0.01    0.16 20000000/20000000     double Eigen::internal::nullary_wrapper<double, Eigen::internal::scalar_random_op<double>, true, false, false>::operator()<long>(Eigen::internal::scalar_random_op<double> const&, long, long) const [11]
[13]    43.6    0.01    0.16 20000000         Eigen::internal::scalar_random_op<double>::operator()() const [13]
                0.03    0.13 20000000/20000000     Eigen::internal::random_retval<Eigen::internal::global_math_functions_filtering_base<double, void>::type>::type Eigen::internal::random<double>() [14]
-----------------------------------------------
                0.03    0.13 20000000/20000000     Eigen::internal::scalar_random_op<double>::operator()() const [13]
[14]    41.0    0.03    0.13 20000000         Eigen::internal::random_retval<Eigen::internal::global_math_functions_filtering_base<double, void>::type>::type Eigen::internal::random<double>() [14]
                0.07    0.07 20000000/20000000     Eigen::internal::random_default_impl<double, false, false>::run() [15]
-----------------------------------------------
                0.07    0.07 20000000/20000000     Eigen::internal::random_retval<Eigen::internal::global_math_functions_filtering_base<double, void>::type>::type Eigen::internal::random<double>() [14]
[15]    33.3    0.07    0.07 20000000         Eigen::internal::random_default_impl<double, false, false>::run() [15]
                0.07    0.00 20000000/20000000     Eigen::internal::random_default_impl<double, false, false>::run(double const&, double const&) [17]
-----------------------------------------------
                0.10    0.00 20000000/20000000     Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<double, double>, 0>::assignCoeff(long) [10]
[16]    25.6    0.10    0.00 20000000         Eigen::internal::assign_op<double, double>::assignCoeff(double&, double const&) const [16]
-----------------------------------------------
                0.07    0.00 20000000/20000000     Eigen::internal::random_default_impl<double, false, false>::run() [15]
[17]    16.7    0.07    0.00 20000000         Eigen::internal::random_default_impl<double, false, false>::run(double const&, double const&) [17]
-----------------------------------------------
                0.00    0.00 20000000/20000000     Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >, Eigen::internal::assign_op<double, double>, 0>::assignCoeff(long) [10]
[24]     0.0    0.00    0.00 20000000         Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::coeffRef(long) [24]
-----------------------------------------------
                0.00    0.00      80/160         Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [33]
                0.00    0.00      80/160         Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >::cols() const [32]
[25]     0.0    0.00    0.00     160         Eigen::internal::variable_if_dynamic<long, -1>::value() const [25]
-----------------------------------------------
                0.00    0.00     110/110         Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [27]
[26]     0.0    0.00    0.00     110         Eigen::DenseStorage<double, -1, -1, -1, 0>::rows() const [26]
-----------------------------------------------
                0.00    0.00      10/110         Eigen::Product<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::Matrix<double, -1, -1, 0, -1, -1>, 0>::Product(Eigen::Matrix<double, -1, -1, 0, -1, -1> const&, Eigen::Matrix<double, -1, -1, 0, -1, -1> const&) [105]
                0.00    0.00      20/110         void Eigen::internal::check_for_aliasing<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::Matrix<double, -1, -1, 0, -1, -1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&) [67]
                0.00    0.00      40/110         void Eigen::internal::resize_if_allowed<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >, double, double>(Eigen::Matrix<double, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&, Eigen::internal::assign_op<double, double> const&) [66]
                0.00    0.00      40/110         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [43]
[27]     0.0    0.00    0.00     110         Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [27]
                0.00    0.00     110/110         Eigen::DenseStorage<double, -1, -1, -1, 0>::rows() const [26]
-----------------------------------------------
                0.00    0.00      20/100         Eigen::Product<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::Matrix<double, -1, -1, 0, -1, -1>, 0> const Eigen::MatrixBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::operator*<Eigen::Matrix<double, -1, -1, 0, -1, -1> >(Eigen::MatrixBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&) const [109]
                0.00    0.00      20/100         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::cols() const [93]
                0.00    0.00      20/100         Eigen::DenseCoeffsBase<Eigen::Matrix<double, -1, -1, 0, -1, -1>, 3>::outerStride() const [87]
                0.00    0.00      40/100         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [43]
[28]     0.0    0.00    0.00     100         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::derived() const [28]
-----------------------------------------------
                0.00    0.00      90/90          Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::cols() const [30]
[29]     0.0    0.00    0.00      90         Eigen::DenseStorage<double, -1, -1, -1, 0>::cols() const [29]
-----------------------------------------------
                0.00    0.00      10/90          Eigen::Product<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::Matrix<double, -1, -1, 0, -1, -1>, 0>::Product(Eigen::Matrix<double, -1, -1, 0, -1, -1> const&, Eigen::Matrix<double, -1, -1, 0, -1, -1> const&) [105]
                0.00    0.00      20/90          void Eigen::internal::check_for_aliasing<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::Matrix<double, -1, -1, 0, -1, -1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&) [67]
                0.00    0.00      20/90          Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::cols() const [93]
                0.00    0.00      40/90          void Eigen::internal::resize_if_allowed<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >, double, double>(Eigen::Matrix<double, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&, Eigen::internal::assign_op<double, double> const&) [66]
[30]     0.0    0.00    0.00      90         Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::cols() const [30]
                0.00    0.00      90/90          Eigen::DenseStorage<double, -1, -1, -1, 0>::cols() const [29]
-----------------------------------------------
                0.00    0.00      10/86          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [142]
                0.00    0.00      10/86          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [140]
                0.00    0.00      66/86          bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [45]
[31]     0.0    0.00    0.00      86         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [31]
-----------------------------------------------
                0.00    0.00      20/80          void Eigen::internal::resize_if_allowed<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >, double, double>(Eigen::Matrix<double, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&, Eigen::internal::assign_op<double, double> const&) [66]
                0.00    0.00      60/80          void Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::resizeLike<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [55]
[32]     0.0    0.00    0.00      80         Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >::cols() const [32]
                0.00    0.00      80/160         Eigen::internal::variable_if_dynamic<long, -1>::value() const [25]
-----------------------------------------------
                0.00    0.00      20/80          void Eigen::internal::resize_if_allowed<Eigen::Matrix<double, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >, double, double>(Eigen::Matrix<double, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&, Eigen::internal::assign_op<double, double> const&) [66]
                0.00    0.00      60/80          void Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::resizeLike<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [55]
[33]     0.0    0.00    0.00      80         Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [33]
                0.00    0.00      80/160         Eigen::internal::variable_if_dynamic<long, -1>::value() const [25]
-----------------------------------------------
                0.00    0.00      20/60          Eigen::Matrix<double, -1, -1, 0, -1, -1>::Matrix<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [4]
                0.00    0.00      20/60          void Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::resizeLike<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [55]
                0.00    0.00      20/60          Eigen::Matrix<double, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [2]
[34]     0.0    0.00    0.00      60         Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::derived() const [34]
-----------------------------------------------
                0.00    0.00      10/50          double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [179]
                0.00    0.00      20/50          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::binder2nd<std::minus<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::binder2nd<std::minus<double> >) [186]
                0.00    0.00      20/50          double std::inner_product<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [181]
[35]     0.0    0.00    0.00      50         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [35]
-----------------------------------------------
                0.00    0.00      10/50          double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [179]
                0.00    0.00      20/50          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::binder2nd<std::minus<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::binder2nd<std::minus<double> >) [186]
                0.00    0.00      20/50          double std::inner_product<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [181]
[36]     0.0    0.00    0.00      50         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [36]
-----------------------------------------------
                0.00    0.00      40/40          void Eigen::internal::conditional_aligned_free<true>(void*) [40]
[37]     0.0    0.00    0.00      40         Eigen::internal::aligned_free(void*) [37]
-----------------------------------------------
                0.00    0.00      20/40          Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_random_op<double> const&) [54]
                0.00    0.00      20/40          Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >::evaluator(Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > const&) [75]
[38]     0.0    0.00    0.00      40         Eigen::internal::scalar_random_op<double>::scalar_random_op(Eigen::internal::scalar_random_op<double> const&) [38]
-----------------------------------------------
                0.00    0.00      40/40          Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_random_op<double> const&) [54]
[39]     0.0    0.00    0.00      40         Eigen::internal::variable_if_dynamic<long, -1>::variable_if_dynamic(long) [39]
-----------------------------------------------
                0.00    0.00      40/40          void Eigen::internal::conditional_aligned_delete_auto<double, true>(double*, unsigned long) [41]
[40]     0.0    0.00    0.00      40         void Eigen::internal::conditional_aligned_free<true>(void*) [40]
                0.00    0.00      40/40          Eigen::internal::aligned_free(void*) [37]
-----------------------------------------------
                0.00    0.00      20/40          Eigen::DenseStorage<double, -1, -1, -1, 0>::~DenseStorage() [53]
                0.00    0.00      20/40          Eigen::DenseStorage<double, -1, -1, -1, 0>::resize(long, long, long) [51]
[41]     0.0    0.00    0.00      40         void Eigen::internal::conditional_aligned_delete_auto<double, true>(double*, unsigned long) [41]
                0.00    0.00      40/40          void Eigen::internal::conditional_aligned_free<true>(void*) [40]
-----------------------------------------------
                0.00    0.00      40/40          Eigen::Matrix<double, -1, -1, 0, -1, -1>& Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_random_op<double>, Eigen::Matrix<double, -1, -1, 0, -1, -1> > > const&) [2]
[42]     0.0    0.00    0.00      40         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::derived() [42]
-----------------------------------------------
                0.00    0.00      20/40          Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::size() const [94]
                0.00    0.00      20/40          Eigen::DenseBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::innerSize() const [91]
[43]     0.0    0.00    0.00      40         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [43]
                0.00    0.00      40/100         Eigen::EigenBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::derived() const [28]
                0.00    0.00      40/110         Eigen::PlainObjectBase<Eigen::Matrix<double, -1, -1, 0, -1, -1> >::rows() const [27]
-----------------------------------------------
                0.00    0.00       5/35          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [142]
                0.00    0.00      10/35          void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [123]
                0.00    0.00      10/35          void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [114]
                0.00    0.00      10/35          void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [108]
[44]     0.0    0.00    0.00      35         double&& std::forward<double>(std::remove_reference<double>::type&) [44]
-----------------------------------------------
                0.00    0.00      11/33          double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [179]
                0.00    0.00      11/33          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::binder2nd<std::minus<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::binder2nd<std::minus<double> >) [186]
                0.00    0.00      11/33          double std::inner_product<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [181]
[45]     0.0    0.00    0.00      33         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [45]
                0.00    0.00      66/86          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [31]
-----------------------------------------------
                0.00    0.00       1/31          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [184]
                0.00    0.00      30/31          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [129]
[46]     0.0    0.00    0.00      31         double* std::__niter_base<double*>(double*) [46]
-----------------------------------------------
                0.00    0.00      10/30          std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [116]
                0.00    0.00      20/30          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [121]
[47]     0.0    0.00    0.00      30         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [47]
-----------------------------------------------
                0.00    0.00       3/23          main [1]
                0.00    0.00      20/23          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [141]
[48]     0.0    0.00    0.00      23         std::vector<double, std::allocator<double> >::size() const [48]
-----------------------------------------------
